Serialnumber: Y2007YEF00GL2, Testresult: Successful
"ExecutionNumberInTest";"ThreadNumber";"ExecutionNumberInThread";"ExecutionCountOfStep";"SectionId";"SectionSubId";"Id";"PluginName";"CategoryName";"CommandName";"ExternalId";"Text";"LowerLimit";"Value";"TypeOfValue";"UpperLimit";"Unit";"CompareMode";"ValidationStatus";"StatusText";"StartTime";"StepTime";"Result"
        957;1;957;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"SKIP_IF_REAR_5";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"SKIP_IF_REAR_MIN";;"True";"CompareBool";;;"FixTrue";"Valid";"The searchstring 'Rear' was NOT found in 'TSG-3Gen Psg Max+' using following criteria: 'Contains' and 'CurrentCulture . The teststep was marked as good and execution will continue with step '@NEXT'.";18,060.5643;0.1740;"True"
        958;1;958;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"SWAP_MUX_CONNECTIONS_52";"DIGITAL";"WRITE";"NORMAL";;"SWAP_MUX_CONNECTIONS_18";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,060.7562;1.7118;"True"
        959;1;959;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"MEASURE_V_AT_MIRROR_PUDDLE_LED_OFF";"ANALOG";"READ";"NORMAL";"0190.320";"MEASURE_V_AT_M";"-0.5";"-0.0080289509999999994";"CompareDouble";"0.5";;"InLimit";"Valid";"Checked condition:  -0.5 <= -0.008028951 <= 0.5. (Double)";18,062.5184;8.0961;"True"
        960;1;960;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"SWAP_MUX_CONNECTIONS_53";"DIGITAL";"WRITE";"NORMAL";;"SWAP_MUX_CONNECTIONS_19";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,070.6877;2.0848;"True"
        961;1;961;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"SWAP_MUX_CONNECTIONS_54";"DIGITAL";"WRITE";"NORMAL";;"SWAP_MUX_CONNECTIONS_20";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,072.8234;1.4181;"True"
        962;1;962;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"MEASURE_V_AT_DOOR_HANDLE_INSIDE_ILLUMINATION_OFF";"ANALOG";"READ";"NORMAL";"0190.330";"MEASURE_V_AT_DOOR_HANDLE_INSIDE_ILLUMINATION";"-0.5";"0.0018136249999999999";"CompareDouble";"0.5";;"InLimit";"Valid";"Checked condition:  -0.5 <= 0.001813625 <= 0.5. (Double)";18,074.2955;6.7708;"True"
        963;1;963;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"SWAP_MUX_CONNECTIONS_55";"DIGITAL";"WRITE";"NORMAL";;"SWAP_MUX_CONNECTIONS_21";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,081.1225;1.2240;"True"
        964;1;964;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"SWAP_MUX_CONNECTIONS_56";"DIGITAL";"WRITE";"NORMAL";;"SWAP_MUX_CONNECTIONS_22";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,082.3813;1.2936;"True"
        965;1;965;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"MEASURE_V_AT_DOOR_SILL_ILLU_OFF";"ANALOG";"READ";"NORMAL";"0190.340";"MEASURE_V_AT_DOOR_SILL_ILLU";"-0.5";"-0.02935453";"CompareDouble";"0.5";;"InLimit";"Valid";"Checked condition:  -0.5 <= -0.02935453 <= 0.5. (Double)";18,083.7374;6.4754;"True"
        966;1;966;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"SWAP_MUX_CONNECTIONS_57";"DIGITAL";"WRITE";"NORMAL";;"SWAP_MUX_CONNECTIONS_23";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,090.2574;1.2334;"True"
        967;1;967;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"SWAP_MUX_CONNECTIONS_58";"DIGITAL";"WRITE";"NORMAL";;"SWAP_MUX_CONNECTIONS_24";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,091.5261;1.1500;"True"
        968;1;968;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"MEASURE_V_AT_APPROACH_AND_PROJECTION_ILLUMINATION_OFF";"ANALOG";"READ";"NORMAL";"0190.350";"MEASURE_V_AT_APPROACH_AND_PROJECTION_ILLUMINATION";"-0.5";"-0.035916249999999997";"CompareDouble";"0.5";;"InLimit";"Valid";"Checked condition:  -0.5 <= -0.03591625 <= 0.5. (Double)";18,092.7055;6.6052;"True"
        969;1;969;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"SWAP_MUX_CONNECTIONS_59";"DIGITAL";"WRITE";"NORMAL";;"SWAP_MUX_CONNECTIONS_25";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,099.3803;1.2905;"True"
        970;1;970;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"SWAP_MUX_CONNECTIONS_60";"DIGITAL";"WRITE";"NORMAL";;"SWAP_MUX_CONNECTIONS_26";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,100.7065;1.1326;"True"
        971;1;971;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"MEASURE_V_AT_AMB_LED_OFF";"ANALOG";"READ";"NORMAL";"0190.360";"MEASURE_V_AT_AMB_LED";"-0.5";"-0.01295024";"CompareDouble";"0.5";;"InLimit";"Valid";"Checked condition:  -0.5 <= -0.01295024 <= 0.5. (Double)";18,101.8725;7.8908;"True"
        972;1;972;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"SWAP_MUX_CONNECTIONS_61";"DIGITAL";"WRITE";"NORMAL";;"SWAP_MUX_CONNECTIONS_27";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,109.8049;1.2722;"True"
        973;1;973;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"SKIP_IF_REAR_6";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"SKIP_IF_REAR";;"True";"CompareBool";;;"FixTrue";"Valid";"The searchstring 'Rear' was NOT found in 'TSG-3Gen Psg Max+' using following criteria: 'Contains' and 'CurrentCulture . The teststep was marked as good and execution will continue with step '@NEXT'.";18,111.1605;0.1535;"True"
        974;1;974;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"SWAP_MUX_CONNECTIONS_62";"DIGITAL";"WRITE";"NORMAL";;"SWAP_MUX_CONNECTIONS_28";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,111.3315;1.3168;"True"
        975;1;975;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"MEASURE_V_AT_MIRROR_SIDE_INDICATOR_LED_OFF";"ANALOG";"READ";"NORMAL";"0190.370";"MEASURE_V_AT_MIRROR_SIDE_INDICATOR_LED";"-0.5";"-0.01787153";"CompareDouble";"0.5";;"InLimit";"Valid";"Checked condition:  -0.5 <= -0.01787153 <= 0.5. (Double)";18,112.7121;6.7226;"True"
        976;1;976;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"SWAP_MUX_CONNECTIONS_63";"DIGITAL";"WRITE";"NORMAL";;"SWAP_MUX_CONNECTIONS_29";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,119.4873;1.2428;"True"
        977;1;977;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"SWAP_MUX_CONNECTIONS_64";"DIGITAL";"WRITE";"NORMAL";;"SWAP_MUX_CONNECTIONS_30";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,120.7658;1.4641;"True"
        978;1;978;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"MEASURE_V_AT_WARN_LED_OFF";"ANALOG";"READ";"NORMAL";"0190.380";"MEASURE_V_AT_WARN_LED";"-0.6";"0.021498779999999999";"CompareDouble";"0.5";;"InLimit";"Valid";"Checked condition:  -0.6 <= 0.02149878 <= 0.5. (Double)";18,122.2563;10.2496;"True"
        979;1;979;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"SWAP_MUX_CONNECTIONS_65";"DIGITAL";"WRITE";"NORMAL";;"SWAP_MUX_CONNECTIONS_31";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,132.5782;1.8671;"True"
        980;1;980;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"SKIP_IF_REAR_7";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"SKIP_IF_REAR";;"True";"CompareBool";;;"FixTrue";"Valid";"The searchstring 'Rear' was NOT found in 'TSG-3Gen Psg Max+' using following criteria: 'Contains' and 'CurrentCulture . The teststep was marked as good and execution will continue with step '@NEXT'.";18,134.5024;0.1660;"True"
        981;1;981;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"SWAP_MUX_CONNECTIONS_66";"DIGITAL";"WRITE";"NORMAL";;"SWAP_MUX_CONNECTIONS_32";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,134.6871;1.6203;"True"
        982;1;982;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"MEASURE_V_AT_MIR_SWA_LED_OFF";"ANALOG";"READ";"NORMAL";"0190.390";"MEASURE_V_AT_MIR_SWA_LED";"-0.5";"-0.037556680000000002";"CompareDouble";"0.5";;"InLimit";"Valid";"Checked condition:  -0.5 <= -0.03755668 <= 0.5. (Double)";18,136.3355;6.9506;"True"
        983;1;983;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"SWAP_MUX_CONNECTIONS_67";"DIGITAL";"WRITE";"NORMAL";;"SWAP_MUX_CONNECTIONS_33";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,143.3521;1.8421;"True"
        984;1;984;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"READ_SENSORS_FOLDER_OFF";"PCF";"PCF";"READ_FOLDER";"0190.400";"READ_SENSORS_FOLDER";;"00 00 00 00 18 08 15 08 00 00 00 00 00 00 56 00 01 00 4A 06 10 00 0A 00 45 06 54 06 00 00 51 06 46 06 47 06 C6 05 46 06 00 00 00 00 04 00 41 00 3F 06 00 00 00 00 6C 06 64 06 00 00 00 00 81 0E 77 05 00 00 00 00 00 00 00 00 00 00 00 00";"ByteArray";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";18,145.2348;24.2383;"True"
        985;1;985;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"SKIP_IF_NOT_DRIVER_7";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"SKIP_IF_NOT_DRIVER";;"True";"CompareBool";;;"FixTrue";"Valid";"The searchstring 'Front Driver' was NOT found in 'AUDI Front Passenger MAX+ Premium DCM' using following criteria: 'Contains' and 'CurrentCulture . The teststep was marked as good and execution will continue with step 'EXTRACT_LOCK_LED_FB_OFF'.";18,169.5521;0.2026;"True"
        986;1;986;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"EXTRACT_LOCK_LED_FB_OFF";"STRING";"STANDARD_STRING_HANDLING";"SUBSTRING_LOCAL";;"READ_LOCK_LED_FB";;"00 00";"CompareString";;;"NotNullOrEmpty";"Valid";"Extracted 5 characters from '00 00 00 00 18 08 15 08 00 00 00 00 00 00 56 00 01 00 4A 06 10 00 0A 00 45 06 54 06 00 00 51 06 46 06 47 06 C6 05 46 06 00 00 00 00 04 00 41 00 3F 06 00 00 00 00 6C 06 64 06 00 00 00 00 81 0E 77 05 00 00 00 00 00 00 00 00 00 00 00 00' starting at index 180.";18,169.7761;0.0656;"True"
        987;1;987;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"CONVERT_LOCK_LED_FB_OFF";"TOOLS";"CONVERSION";"HEXSTRING_TO_NUMERIC";"0190.402";"READ_LOCK_LED_FB";"0";"0";"CompareInteger";"250";;"InLimit";"Valid";"Checked condition:  0 <= 0 <= 250. (Integer)";18,169.8605;0.0892;"True"
        988;1;988;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"EXTRACT_MEM_SET_LED_FB_OFF";"STRING";"STANDARD_STRING_HANDLING";"SUBSTRING_LOCAL";;"READ_MEM_SET_LED_FB";;"00 00";"CompareString";;;"NotNullOrEmpty";"Valid";"Extracted 5 characters from '00 00 00 00 18 08 15 08 00 00 00 00 00 00 56 00 01 00 4A 06 10 00 0A 00 45 06 54 06 00 00 51 06 46 06 47 06 C6 05 46 06 00 00 00 00 04 00 41 00 3F 06 00 00 00 00 6C 06 64 06 00 00 00 00 81 0E 77 05 00 00 00 00 00 00 00 00 00 00 00 00' starting at index 120.";18,169.9685;0.0451;"True"
        989;1;989;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"CONVERT_MEM_SET_LED_FB_OFF";"TOOLS";"CONVERSION";"HEXSTRING_TO_NUMERIC";"0190.405";"READ_MEM_SET_LED_FB";"0";"0";"CompareInteger";"250";;"InLimit";"Valid";"Checked condition:  0 <= 0 <= 250. (Integer)";18,170.0376;0.0750;"True"
        990;1;990;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"EXTRACT_SWA_LED_FB_TRAN_OFF";"STRING";"STANDARD_STRING_HANDLING";"SUBSTRING_LOCAL";;"READ_SWA_LED_FB";;"04 00";"CompareString";;;"NotNullOrEmpty";"Valid";"Extracted 5 characters from '00 00 00 00 18 08 15 08 00 00 00 00 00 00 56 00 01 00 4A 06 10 00 0A 00 45 06 54 06 00 00 51 06 46 06 47 06 C6 05 46 06 00 00 00 00 04 00 41 00 3F 06 00 00 00 00 6C 06 64 06 00 00 00 00 81 0E 77 05 00 00 00 00 00 00 00 00 00 00 00 00' starting at index 132.";18,170.1304;0.0433;"True"
        991;1;991;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"CONVERT_SWA_LED_FB_TRAN_OFF";"TOOLS";"CONVERSION";"HEXSTRING_TO_NUMERIC";"0190.407";"READ_SWA_LED_FB";"0";"4";"CompareInteger";"250";;"InLimit";"Valid";"Checked condition:  0 <= 4 <= 250. (Integer)";18,170.1974;0.0593;"True"
        992;1;992;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"EXTRACT_SWA_LED_FB_PIN_OFF";"STRING";"STANDARD_STRING_HANDLING";"SUBSTRING_LOCAL";;"READ_SWA_LED_FB";;"41 00";"CompareString";;;"NotNullOrEmpty";"Valid";"Extracted 5 characters from '00 00 00 00 18 08 15 08 00 00 00 00 00 00 56 00 01 00 4A 06 10 00 0A 00 45 06 54 06 00 00 51 06 46 06 47 06 C6 05 46 06 00 00 00 00 04 00 41 00 3F 06 00 00 00 00 6C 06 64 06 00 00 00 00 81 0E 77 05 00 00 00 00 00 00 00 00 00 00 00 00' starting at index 138.";18,170.2902;0.0701;"True"
        993;1;993;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"CONVERT_SWA_LED_FB_PIN_OFF";"TOOLS";"CONVERSION";"HEXSTRING_TO_NUMERIC";"0190.408";"READ_SWA_LED_FB";"0";"65";"CompareInteger";"250";;"InLimit";"Valid";"Checked condition:  0 <= 65 <= 250. (Integer)";18,170.3848;0.0607;"True"
        994;1;994;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"CONNECT_FRONT_OUTPUTS_TO_LOAD_COPY1_COPY1";"TSASWITCHUNIT";"SWITCH";"MULTI10";;"CONNECT_FRONT_OUTPUTS_TO_LOAD";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,170.4615;2.8546;"True"
        995;1;995;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"CONNECT_FRONT_OUTPUTS_TO_LOAD_2_COPY1_COPY1";"TSASWITCHUNIT";"SWITCH";"MULTI10";;"CONNECT_FRONT_OUTPUTS_TO_LOAD_2";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,173.3759;1.8171;"True"
        996;1;996;0;"TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"DMM_FROM_MUX";"DIGITAL";"WRITE";"MULTI3";;"DMM_FROM_MUX";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,175.2350;5.1273;"True"
    997;1;997;0;"TEST_SEQUENCE";;"CALL_TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS_MIN";"EXECUTION_ENGINE";"EXECUTION";"CALL_BY_STRING";;"CALL_TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"True";"CompareBool";;;"JustBool";"Valid";"The searchstring 'Min' was NOT found in 'TSG-3Gen Psg Max+' using following criteria: 'Contains' and 'OrdinalIgnoreCase . The teststep was marked as good and execution will continue with step '@NEXT'.";18,180.4948;0.1285;"True"
    998;1;998;0;"TEST_SEQUENCE";;"CALL_TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS_REAR";"EXECUTION_ENGINE";"EXECUTION";"CALL_BY_STRING";;"CALL_TS_0190_TEST_LIGHTING_ILLUMINATION_OUTPUTS";;"True";"CompareBool";;;"JustBool";"Valid";"The searchstring 'Rear' was NOT found in 'AUDI Front Passenger MAX+ Premium DCM' using following criteria: 'Contains' and 'OrdinalIgnoreCase . The teststep was marked as good and execution will continue with step '@NEXT'.";18,180.6737;0.0763;"True"
    999;1;999;0;"TEST_SEQUENCE";;"CALL_TS_0200_TEST_HEATING_OUTPUTS";"EXECUTION_ENGINE";"EXECUTION";"CALL_BY_STRING";;"CALL_TS_0200_TEST_HEATING_OUTPUTS";;"True";"CompareBool";;;"JustBool";"Valid";"Executed section 'TS_0200_TEST_HEATING_OUTPUTS' with SubId '' and executionmode 'Simple' and condition The searchstring 'Yes' was found in 'Yes' using following criteria: 'Contains' and 'OrdinalIgnoreCase'. Next command key: '@NEXT'";18,180.7603;198.7388;"True"
        1000;1;1000;0;"TS_0200_TEST_HEATING_OUTPUTS";;"DISPLAY_PERFORM_TS0200";"TESTMAN";"PROMPTS";"SET_SIMPLE";;"DISPLAY_PERFORM_TS0200";;"True";"CompareBool";;;"FixTrue";"Valid";"Result is set to 'true' by FixedTrue";18,181.0436;0.2887;"True"
        1001;1;1001;0;"TS_0200_TEST_HEATING_OUTPUTS";;"DMM_TO_MUX";"TSASWITCHUNIT";"SWITCH";"MULTI02";;"DMM to MUX";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,181.3431;11.2769;"True"
        1002;1;1002;0;"TS_0200_TEST_HEATING_OUTPUTS";;"SET_TS0200_CURRENT";"STRING";"WRITE";"TO_HARDWARE";;"SET_TS0200_CURRENT";;"SOUR:CURR 10.0";"CompareString";;;"FixTrue";"Valid";"Updated text channels value.";18,192.6824;5.2487;"True"
        1003;1;1003;0;"TS_0200_TEST_HEATING_OUTPUTS";;"SKIP_LOADS_IF_REAR";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"SKIP_LOADS_IF_REAR";;"True";"CompareBool";;;"FixTrue";"Valid";"The searchstring 'Rear' was NOT found in 'TSG-3Gen Psg Max+' using following criteria: 'Contains' and 'CurrentCulture . The teststep was marked as good and execution will continue with step '@NEXT'.";18,197.9556;0.1794;"True"
        1004;1;1004;0;"TS_0200_TEST_HEATING_OUTPUTS";;"CONNECT_FRONT_OUTPUTS_TO_LOAD";"TSASWITCHUNIT";"SWITCH";"MULTI02";;"CONNECT_OUTPUTS_TO_LOAD";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,198.1435;83.2667;"True"
        1005;1;1005;0;"TS_0200_TEST_HEATING_OUTPUTS";;"SKIP_LOADS_IF_FRONT";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"SKIP_LOADS_IF_FRONT";;"True";"CompareBool";;;"FixTrue";"Valid";"The searchstring 'Front' was found in 'AUDI Front Passenger MAX+ Premium DCM' using following criteria: 'Contains' und 'CurrentCulture'. The teststep was marked as good and execution will continue with step 'ACTIVATE_MIRROR'.";18,281.4570;0.1428;"True"
        1006;1;1006;0;"TS_0200_TEST_HEATING_OUTPUTS";;"ACTIVATE_MIRROR";"PCF";"PCF";"WRITE";"0200.010";"ACTIVATE_MIRROR";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";18,281.6078;7.6851;"True"
        1007;1;1007;0;"TS_0200_TEST_HEATING_OUTPUTS";;"MUX_CONNECTIONS";"TSASWITCHUNIT";"SWITCH";"MULTI02";;"MUX_CONNECTIONS";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,289.3161;52.4089;"True"
        1008;1;1008;0;"TS_0200_TEST_HEATING_OUTPUTS";;"MEASURE_V_BETW_MIRROR_HEATING_AND_GND";"ANALOG";"READ";"NORMAL";"0200.025";"MEASURE_V_BETW_MIRROR_HEATING_AND_GND";"7.5";"8.8848199999999995";"CompareDouble";"9.5";;"InLimit";"Valid";"Checked condition:  7.5 <= 8.88482 <= 9.5. (Double)";18,341.7736;6.4995;"True"
        1009;1;1009;0;"TS_0200_TEST_HEATING_OUTPUTS";;"DE-ACTIVATE_MIRROR";"PCF";"PCF";"WRITE_HEX";"0200.040";"DE-ACTIVATE_MIRROR";;"True";"CompareBool";;;"NotNullOrEmpty";"Valid";"Checked if value is not null or empty.";18,348.3173;11.1876;"True"
        1010;1;1010;0;"TS_0200_TEST_HEATING_OUTPUTS";;"MEASURE_V_BETW_MIRROR_HEATING_AND_GND_OFF";"ANALOG";"READ";"NORMAL";"0200.055";"MEASURE_V_BETW_MIRROR_HEATING_AND_GND";"-0.5";"-0.0048101999999999997";"CompareDouble";"0.5";;"InLimit";"Valid";"Checked condition:  -0.5 <= -0.0048102 <= 0.5. (Double)";18,359.5522;14.4644;"True"
        1011;1;1011;0;"TS_0200_TEST_HEATING_OUTPUTS";;"SWAP_MUX_CONNECTIONS";"TSASWITCHUNIT";"SWITCH";"MULTI02";;"SWAP_MUX_CONNECTIONS";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,374.0732;1.8229;"True"
        1012;1;1012;0;"TS_0200_TEST_HEATING_OUTPUTS";;"DISCONNECT_FRONT_HEAT_OUTPUTS_FROM_LOAD";"TSASWITCHUNIT";"SWITCH";"MULTI02";;"DISCONNECT_FRONT_HEAT_OUTPUTS_FROM_LOAD";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,375.9117;1.7943;"True"
        1013;1;1013;0;"TS_0200_TEST_HEATING_OUTPUTS";;"SKIP_LOADS_IF_FRONT_2";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"SKIP_LOADS_IF_FRONT";;"True";"CompareBool";;;"FixTrue";"Valid";"The searchstring 'Front' was found in 'AUDI Front Passenger MAX+ Premium DCM' using following criteria: 'Contains' und 'CurrentCulture'. The teststep was marked as good and execution will continue with step 'DMM_FROM_MUX'.";18,377.7181;0.0830;"True"
        1014;1;1014;0;"TS_0200_TEST_HEATING_OUTPUTS";;"DMM_FROM_MUX";"TSASWITCHUNIT";"SWITCH";"MULTI02";;"DMM from MUX";;"True";"CompareBool";;;"JustBool";"Valid";"Result is set to same as value :'True'. Evaluated by JustBool";18,377.8078;1.6185;"True"
    1015;1;1015;0;"TEST_SEQUENCE";;"CALL_TS_0210_TEST_PCL_SBF_OUTPUT";"EXECUTION_ENGINE";"EXECUTION";"CALL_BY_STRING";;"CALL_TS_0210_TEST_PCL_SBF_OUTPUT";;"True";"CompareBool";;;"JustBool";"Valid";"Executed section 'TS_0210_TEST_PCL_SBF_OUTPUT' with SubId '' and executionmode 'Simple' and condition The searchstring 'Yes' was found in 'Yes' using following criteria: 'Contains' and 'OrdinalIgnoreCase'. Next command key: '@NEXT'";18,379.5138;280.7698;"True"
        1016;1;1016;0;"TS_0210_TEST_PCL_SBF_OUTPUT";;"DISPLAY_PERFORM_TS0220";"TESTMAN";"PROMPTS";"SET_SIMPLE";;"DISPLAY_PERFORM_TS0220";;"True";"CompareBool";;;"FixTrue";"Valid";"Result is set to 'true' by FixedTrue";18,379.8466;0.2624;"True"
        1017;1;1017;0;"TS_0210_TEST_PCL_SBF_OUTPUT";;"CONFIGURE_DMM_FOR_VOLTAGE";"EXECUTION_ENGINE";"EXECUTION";"EXECUTE";;"CONFIGURE_DMM_FOR_VOLTAGE";;"True";"CompareBool";;;"FixTrue";"Valid";"Executed section 'VOLTAGE_DC' with SubId '' and executionmode 'Simple' and condition Exec. Next command key: '@NEXT'";18,380.1193;12.7704;"True"
            1018;1;1018;0;"VOLTAGE_DC";;"CHECK_MODEL";"EXECUTION_ENGINE";"EXECUTION";"JUMP_BY_STRING";;"Check_Model";;"True";"CompareBool";;;"FixTrue";"Valid";"The searchstring 'KEITHLEY' was found in 'KEITHLEY' using following criteria: 'Contains' und 'CurrentCulture'. The teststep was marked as good and execution will continue with step '@NEXT'.";18,380.3326;0.0576;"True"
            1019;1;1019;0;"VOLTAGE_DC";;"SET_MODE_VOLT_KEITHLEY";"STRING";"WRITE";"TO_HARDWARE";;"Set_Mode_Voltage";;":FUNCTION:ON @%"%@VOLT:DC@%"%@";"CompareString";;;"NotNullOrEmpty";"Valid";"Updated text channels value.";18,380.3986;5.2473;"True"
            1020;1;1020;0;"VOLTAGE_DC";;"CONCAT_RANGE";"STRING";"STANDARD_STRING_HANDLING";"CONCAT";;"Concat";;":VOLT:RANGE 20";"CompareString";;;"NotNullOrEmpty";"Valid";"Appended ':VOLT:RANGE ' and '20' to ':VOLT:RANGE 20'";18,385.6901;0.0732;"True"
            1021;1;1021;0;"VOLTAGE_DC";;"SET_RANGE";"STRING";"WRITE";"TO_HARDWARE";;"set_range";;":VOLT:RANGE 20";"CompareString";;;"FixTrue";"Valid";"Updated text channels value.";18,385.7696;3.5137;"True"
            1022;1;1022;0;"VOLTAGE_DC";;"CONCAT_NPLC";"STRING";"STANDARD_STRING_HANDLING";"CONCAT";;"Concat";;":VOLT:NPLC 0.0005";"CompareString";;;"NotNullOrEmpty";"Valid";"Appended ':VOLT:NPLC ' and '0.0005' to ':VOLT:NPLC 0.0005'";18,389.2993;0.0620;"True"
            1023;1;1023;0;"VOLTAGE_DC";;"SET_NPLC";"STRING";"WRITE";"TO_HARDWARE";;"set_range";;":VOLT:NPLC 0.0005";"CompareString";;;"NotNullOrEmpty";"Valid";"Updated text channels value.";18,389.3685;3.3414;"True"
